benchmark,time,cpu,iterations
add_constref_bench/8192,  853175100 ns,   853125141 ns,1
add_constref_bench/8192,  851653562 ns,   851378005 ns,1
add_constref_bench/8192,  851623664 ns,   851420454 ns,1
add_constref_bench/8192,  853268421 ns,   853003574 ns,1
add_constref_bench/8192,  851705274 ns,   851553182 ns,1
add_constref_bench/8192,  852226802 ns,   852116059 ns,1
add_constref_bench/8192,  852247499 ns,   851994469 ns,1
add_constref_bench/8192,  852001055 ns,   851952652 ns,1
add_constref_bench/8192,  851432236 ns,   851106628 ns,1
add_constref_bench/8192,  853972284 ns,   853697142 ns,1
add_constref_bench/8192,  853822381 ns,   853616152 ns,1
add_constref_bench/8192,  853762366 ns,   853418091 ns,1
add_constref_bench/8192,  852616994 ns,   852539292 ns,1
add_constref_bench/8192,  851717354 ns,   851503489 ns,1
add_constref_bench/8192,  853691378 ns,   853569354 ns,1
add_constref_bench/8192,  854954971 ns,   854770827 ns,1
add_constref_bench/8192,  855827748 ns,   855667297 ns,1
add_constref_bench/8192,  855154582 ns,   854882396 ns,1
add_constref_bench/8192,  853139738 ns,   852915569 ns,1
add_constref_bench/8192,  852963085 ns,   852822744 ns,1
add_constref_bench/8192,  852664392 ns,   852363914 ns,1
add_constref_bench/8192,  852447352 ns,   852273572 ns,1
add_constref_bench/8192_mean,  852969510 ns,   852768473 ns,30
add_constref_bench/8192_median,  852989054 ns,   852798127 ns,30
add_constref_bench/8192_stddev,    1199175 ns,     1192012 ns,30
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.6 ns,        59.5 ns,11833028
add_pf_bench/2,       59.5 ns,        59.5 ns,11833028
add_pf_bench/2,       59.5 ns,        59.5 ns,11833028
add_pf_bench/2,       59.2 ns,        59.2 ns,11833028
add_pf_bench/2,       59.4 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.5 ns,        59.5 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.5 ns,        59.5 ns,11833028
add_pf_bench/2,       59.5 ns,        59.5 ns,11833028
add_pf_bench/2,       59.2 ns,        59.2 ns,11833028
add_pf_bench/2,       59.4 ns,        59.4 ns,11833028
add_pf_bench/2,       59.3 ns,        59.3 ns,11833028
add_pf_bench/2_mean,       59.4 ns,        59.4 ns,30
add_pf_bench/2_median,       59.4 ns,        59.3 ns,30
add_pf_bench/2_stddev,      0.091 ns,       0.090 ns,30
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        183 ns,         183 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4,        184 ns,         184 ns,3826064
add_pf_bench/4_mean,        183 ns,         183 ns,30
add_pf_bench/4_median,        183 ns,         183 ns,30
add_pf_bench/4_stddev,      0.354 ns,       0.353 ns,30
add_pf_bench/8,        684 ns,         683 ns,1021206
add_pf_bench/8,        683 ns,         683 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        682 ns,         681 ns,1021206
add_pf_bench/8,        679 ns,         678 ns,1021206
add_pf_bench/8,        678 ns,         678 ns,1021206
add_pf_bench/8,        679 ns,         679 ns,1021206
add_pf_bench/8,        680 ns,         680 ns,1021206
add_pf_bench/8,        676 ns,         676 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        682 ns,         682 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        683 ns,         683 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        682 ns,         682 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        680 ns,         680 ns,1021206
add_pf_bench/8,        680 ns,         680 ns,1021206
add_pf_bench/8,        681 ns,         680 ns,1021206
add_pf_bench/8,        682 ns,         682 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        682 ns,         682 ns,1021206
add_pf_bench/8,        682 ns,         681 ns,1021206
add_pf_bench/8,        681 ns,         681 ns,1021206
add_pf_bench/8,        681 ns,         680 ns,1021206
add_pf_bench/8,        681 ns,         680 ns,1021206
add_pf_bench/8,        680 ns,         680 ns,1021206
add_pf_bench/8,        687 ns,         687 ns,1021206
add_pf_bench/8,        680 ns,         680 ns,1021206
add_pf_bench/8_mean,        681 ns,         681 ns,30
add_pf_bench/8_median,        681 ns,         681 ns,30
add_pf_bench/8_stddev,       1.85 ns,        1.86 ns,30
add_pf_bench/16,       2705 ns,        2704 ns,259335
add_pf_bench/16,       2703 ns,        2703 ns,259335
add_pf_bench/16,       2702 ns,        2701 ns,259335
add_pf_bench/16,       2689 ns,        2689 ns,259335
add_pf_bench/16,       2685 ns,        2685 ns,259335
add_pf_bench/16,       2705 ns,        2704 ns,259335
add_pf_bench/16,       2707 ns,        2706 ns,259335
add_pf_bench/16,       2713 ns,        2713 ns,259335
add_pf_bench/16,       2706 ns,        2705 ns,259335
add_pf_bench/16,       2707 ns,        2706 ns,259335
add_pf_bench/16,       2699 ns,        2699 ns,259335
add_pf_bench/16,       2707 ns,        2707 ns,259335
add_pf_bench/16,       2710 ns,        2709 ns,259335
add_pf_bench/16,       2701 ns,        2700 ns,259335
add_pf_bench/16,       2703 ns,        2703 ns,259335
add_pf_bench/16,       2701 ns,        2701 ns,259335
add_pf_bench/16,       2703 ns,        2703 ns,259335
add_pf_bench/16,       2705 ns,        2705 ns,259335
add_pf_bench/16,       2709 ns,        2709 ns,259335
add_pf_bench/16,       2736 ns,        2735 ns,259335
add_pf_bench/16,       2706 ns,        2706 ns,259335
add_pf_bench/16,       2710 ns,        2709 ns,259335
add_pf_bench/16,       2713 ns,        2712 ns,259335
add_pf_bench/16,       2718 ns,        2718 ns,259335
add_pf_bench/16,       2703 ns,        2702 ns,259335
add_pf_bench/16,       2706 ns,        2706 ns,259335
add_pf_bench/16,       2704 ns,        2704 ns,259335
add_pf_bench/16,       2705 ns,        2705 ns,259335
add_pf_bench/16,       2710 ns,        2710 ns,259335
add_pf_bench/16,       2706 ns,        2706 ns,259335
add_pf_bench/16_mean,       2706 ns,        2705 ns,30
add_pf_bench/16_median,       2706 ns,        2705 ns,30
add_pf_bench/16_stddev,       8.43 ns,        8.39 ns,30
add_pf_bench/32,      10693 ns,       10691 ns,65910
add_pf_bench/32,      10652 ns,       10648 ns,65910
add_pf_bench/32,      10653 ns,       10651 ns,65910
add_pf_bench/32,      10650 ns,       10645 ns,65910
add_pf_bench/32,      10603 ns,       10601 ns,65910
add_pf_bench/32,      10599 ns,       10598 ns,65910
add_pf_bench/32,      10623 ns,       10620 ns,65910
add_pf_bench/32,      10640 ns,       10638 ns,65910
add_pf_bench/32,      10627 ns,       10626 ns,65910
add_pf_bench/32,      10609 ns,       10608 ns,65910
add_pf_bench/32,      10663 ns,       10663 ns,65910
add_pf_bench/32,      10616 ns,       10614 ns,65910
add_pf_bench/32,      10651 ns,       10649 ns,65910
add_pf_bench/32,      10639 ns,       10637 ns,65910
add_pf_bench/32,      10617 ns,       10615 ns,65910
add_pf_bench/32,      10750 ns,       10748 ns,65910
add_pf_bench/32,      10634 ns,       10633 ns,65910
add_pf_bench/32,      10693 ns,       10691 ns,65910
add_pf_bench/32,      10688 ns,       10685 ns,65910
add_pf_bench/32,      10682 ns,       10681 ns,65910
add_pf_bench/32,      10881 ns,       10878 ns,65910
add_pf_bench/32,      10649 ns,       10647 ns,65910
add_pf_bench/32,      10641 ns,       10640 ns,65910
add_pf_bench/32,      10668 ns,       10667 ns,65910
add_pf_bench/32,      10665 ns,       10664 ns,65910
add_pf_bench/32,      10656 ns,       10654 ns,65910
add_pf_bench/32,      10654 ns,       10654 ns,65910
add_pf_bench/32,      10657 ns,       10655 ns,65910
add_pf_bench/32,      10634 ns,       10633 ns,65910
add_pf_bench/32,      10665 ns,       10663 ns,65910
add_pf_bench/32_mean,      10658 ns,       10657 ns,30
add_pf_bench/32_median,      10652 ns,       10649 ns,30
add_pf_bench/32_stddev,       52.3 ns,        52.0 ns,30
add_pf_bench/64,      42463 ns,       42459 ns,16471
add_pf_bench/64,      42394 ns,       42389 ns,16471
add_pf_bench/64,      42356 ns,       42350 ns,16471
add_pf_bench/64,      42498 ns,       42489 ns,16471
add_pf_bench/64,      42553 ns,       42548 ns,16471
add_pf_bench/64,      42493 ns,       42488 ns,16471
add_pf_bench/64,      42408 ns,       42404 ns,16471
add_pf_bench/64,      42492 ns,       42486 ns,16471
add_pf_bench/64,      42449 ns,       42447 ns,16471
add_pf_bench/64,      42543 ns,       42537 ns,16471
add_pf_bench/64,      42381 ns,       42378 ns,16471
add_pf_bench/64,      42524 ns,       42521 ns,16471
add_pf_bench/64,      42452 ns,       42450 ns,16471
add_pf_bench/64,      42495 ns,       42490 ns,16471
add_pf_bench/64,      42391 ns,       42389 ns,16471
add_pf_bench/64,      42621 ns,       42613 ns,16471
add_pf_bench/64,      42429 ns,       42426 ns,16471
add_pf_bench/64,      42474 ns,       42467 ns,16471
add_pf_bench/64,      42347 ns,       42342 ns,16471
add_pf_bench/64,      42468 ns,       42464 ns,16471
add_pf_bench/64,      42354 ns,       42353 ns,16471
add_pf_bench/64,      42338 ns,       42333 ns,16471
add_pf_bench/64,      42486 ns,       42480 ns,16471
add_pf_bench/64,      42456 ns,       42454 ns,16471
add_pf_bench/64,      42522 ns,       42522 ns,16471
add_pf_bench/64,      42465 ns,       42465 ns,16471
add_pf_bench/64,      42361 ns,       42356 ns,16471
add_pf_bench/64,      42523 ns,       42521 ns,16471
add_pf_bench/64,      42488 ns,       42483 ns,16471
add_pf_bench/64,      42354 ns,       42350 ns,16471
add_pf_bench/64_mean,      42453 ns,       42448 ns,30
add_pf_bench/64_median,      42464 ns,       42461 ns,30
add_pf_bench/64_stddev,       71.5 ns,        71.1 ns,30
add_pf_bench/128,     169589 ns,      169578 ns,4104
add_pf_bench/128,     169897 ns,      169880 ns,4104
add_pf_bench/128,     169500 ns,      169483 ns,4104
add_pf_bench/128,     170078 ns,      170075 ns,4104
add_pf_bench/128,     169582 ns,      169558 ns,4104
add_pf_bench/128,     169284 ns,      169280 ns,4104
add_pf_bench/128,     169671 ns,      169651 ns,4104
add_pf_bench/128,     169514 ns,      169487 ns,4104
add_pf_bench/128,     169487 ns,      169474 ns,4104
add_pf_bench/128,     169573 ns,      169556 ns,4104
add_pf_bench/128,     169606 ns,      169589 ns,4104
add_pf_bench/128,     169135 ns,      169124 ns,4104
add_pf_bench/128,     169387 ns,      169371 ns,4104
add_pf_bench/128,     169850 ns,      169823 ns,4104
add_pf_bench/128,     169808 ns,      169795 ns,4104
add_pf_bench/128,     169219 ns,      169205 ns,4104
add_pf_bench/128,     169702 ns,      169678 ns,4104
add_pf_bench/128,     169643 ns,      169616 ns,4104
add_pf_bench/128,     169424 ns,      169410 ns,4104
add_pf_bench/128,     169523 ns,      169516 ns,4104
add_pf_bench/128,     169900 ns,      169896 ns,4104
add_pf_bench/128,     169391 ns,      169370 ns,4104
add_pf_bench/128,     169705 ns,      169691 ns,4104
add_pf_bench/128,     169785 ns,      169762 ns,4104
add_pf_bench/128,     169133 ns,      169119 ns,4104
add_pf_bench/128,     169481 ns,      169472 ns,4104
add_pf_bench/128,     169489 ns,      169479 ns,4104
add_pf_bench/128,     169531 ns,      169495 ns,4104
add_pf_bench/128,     169478 ns,      169465 ns,4104
add_pf_bench/128,     169893 ns,      169882 ns,4104
add_pf_bench/128_mean,     169575 ns,      169559 ns,30
add_pf_bench/128_median,     169552 ns,      169536 ns,30
add_pf_bench/128_stddev,        229 ns,         229 ns,30
add_pf_bench/256,     678511 ns,      678388 ns,1037
add_pf_bench/256,     681778 ns,      681740 ns,1037
add_pf_bench/256,     679058 ns,      679011 ns,1037
add_pf_bench/256,     679278 ns,      679200 ns,1037
add_pf_bench/256,     677965 ns,      677918 ns,1037
add_pf_bench/256,     678850 ns,      678819 ns,1037
add_pf_bench/256,     678169 ns,      678067 ns,1037
add_pf_bench/256,     678679 ns,      678639 ns,1037
add_pf_bench/256,     678174 ns,      678065 ns,1037
add_pf_bench/256,     679263 ns,      679191 ns,1037
add_pf_bench/256,     680928 ns,      680896 ns,1037
add_pf_bench/256,     678072 ns,      678014 ns,1037
add_pf_bench/256,     678948 ns,      678844 ns,1037
add_pf_bench/256,     678935 ns,      678883 ns,1037
add_pf_bench/256,     678004 ns,      677883 ns,1037
add_pf_bench/256,     678658 ns,      678525 ns,1037
add_pf_bench/256,     678511 ns,      678478 ns,1037
add_pf_bench/256,     680003 ns,      679919 ns,1037
add_pf_bench/256,     677357 ns,      677349 ns,1037
add_pf_bench/256,     680169 ns,      680134 ns,1037
add_pf_bench/256,     678571 ns,      678477 ns,1037
add_pf_bench/256,     681439 ns,      681368 ns,1037
add_pf_bench/256,     678805 ns,      678803 ns,1037
add_pf_bench/256,     677962 ns,      677961 ns,1037
add_pf_bench/256,     676942 ns,      676892 ns,1037
add_pf_bench/256,     677922 ns,      677918 ns,1037
add_pf_bench/256,     679445 ns,      679348 ns,1037
add_pf_bench/256,     681019 ns,      680920 ns,1037
add_pf_bench/256,     678586 ns,      678506 ns,1037
add_pf_bench/256,     678599 ns,      678598 ns,1037
add_pf_bench/256_mean,     678953 ns,      678892 ns,30
add_pf_bench/256_median,     678669 ns,      678618 ns,30
add_pf_bench/256_stddev,       1158 ns,        1155 ns,30
add_pf_bench/512,    2715435 ns,     2715175 ns,259
add_pf_bench/512,    2717932 ns,     2717655 ns,259
add_pf_bench/512,    2715178 ns,     2714716 ns,259
add_pf_bench/512,    2707146 ns,     2707140 ns,259
add_pf_bench/512,    2714038 ns,     2713434 ns,259
add_pf_bench/512,    2711508 ns,     2711150 ns,259
add_pf_bench/512,    2716285 ns,     2715976 ns,259
add_pf_bench/512,    2713194 ns,     2712904 ns,259
add_pf_bench/512,    2718890 ns,     2718576 ns,259
add_pf_bench/512,    2719905 ns,     2719449 ns,259
add_pf_bench/512,    2720744 ns,     2720292 ns,259
add_pf_bench/512,    2710530 ns,     2710276 ns,259
add_pf_bench/512,    2705352 ns,     2704838 ns,259
add_pf_bench/512,    2721466 ns,     2720929 ns,259
add_pf_bench/512,    2706696 ns,     2706693 ns,259
add_pf_bench/512,    2719642 ns,     2719136 ns,259
add_pf_bench/512,    2710262 ns,     2710137 ns,259
add_pf_bench/512,    2709211 ns,     2708818 ns,259
add_pf_bench/512,    2720763 ns,     2720319 ns,259
add_pf_bench/512,    2704119 ns,     2703740 ns,259
add_pf_bench/512,    2711264 ns,     2711007 ns,259
add_pf_bench/512,    2716840 ns,     2716454 ns,259
add_pf_bench/512,    2710690 ns,     2710623 ns,259
add_pf_bench/512,    2710863 ns,     2710694 ns,259
add_pf_bench/512,    2712119 ns,     2711554 ns,259
add_pf_bench/512,    2716333 ns,     2715735 ns,259
add_pf_bench/512,    2708448 ns,     2708415 ns,259
add_pf_bench/512,    2711297 ns,     2711292 ns,259
add_pf_bench/512,    2709066 ns,     2708811 ns,259
add_pf_bench/512,    2712706 ns,     2712701 ns,259
add_pf_bench/512_mean,    2713264 ns,     2712955 ns,30
add_pf_bench/512_median,    2712412 ns,     2712127 ns,30
add_pf_bench/512_stddev,       4855 ns,        4768 ns,30
add_pf_bench/1024,   10832574 ns,    10832557 ns,65
add_pf_bench/1024,   10864470 ns,    10860389 ns,65
add_pf_bench/1024,   10866072 ns,    10862680 ns,65
add_pf_bench/1024,   10838626 ns,    10837121 ns,65
add_pf_bench/1024,   10865993 ns,    10863280 ns,65
add_pf_bench/1024,   10867909 ns,    10866301 ns,65
add_pf_bench/1024,   10857486 ns,    10853332 ns,65
add_pf_bench/1024,   10857502 ns,    10857493 ns,65
add_pf_bench/1024,   10858503 ns,    10854683 ns,65
add_pf_bench/1024,   10839621 ns,    10836397 ns,65
add_pf_bench/1024,   10848592 ns,    10846533 ns,65
add_pf_bench/1024,   10848095 ns,    10847287 ns,65
add_pf_bench/1024,   10843720 ns,    10843716 ns,65
add_pf_bench/1024,   10817883 ns,    10817375 ns,65
add_pf_bench/1024,   10866351 ns,    10865347 ns,65
add_pf_bench/1024,   10839752 ns,    10839102 ns,65
add_pf_bench/1024,   10866111 ns,    10863549 ns,65
add_pf_bench/1024,   10847495 ns,    10846918 ns,65
add_pf_bench/1024,   10841045 ns,    10837308 ns,65
add_pf_bench/1024,   10881736 ns,    10880252 ns,65
add_pf_bench/1024,   10842203 ns,    10840672 ns,65
add_pf_bench/1024,   10876101 ns,    10876019 ns,65
add_pf_bench/1024,   10880968 ns,    10878245 ns,65
add_pf_bench/1024,   10870460 ns,    10867945 ns,65
add_pf_bench/1024,   10848276 ns,    10847726 ns,65
add_pf_bench/1024,   10850012 ns,    10846403 ns,65
add_pf_bench/1024,   10837400 ns,    10835285 ns,65
add_pf_bench/1024,   10914429 ns,    10913628 ns,65
add_pf_bench/1024,   10838953 ns,    10835909 ns,65
add_pf_bench/1024,   10852121 ns,    10850555 ns,65
add_pf_bench/1024_mean,   10855349 ns,    10853467 ns,30
add_pf_bench/1024_median,   10851066 ns,    10849140 ns,30
add_pf_bench/1024_stddev,      18821 ns,       18761 ns,30
add_pf_bench/2048,   51792239 ns,    51783929 ns,13
add_pf_bench/2048,   51838641 ns,    51808157 ns,13
add_pf_bench/2048,   51890833 ns,    51873517 ns,13
add_pf_bench/2048,   51862312 ns,    51844930 ns,13
add_pf_bench/2048,   51845122 ns,    51832021 ns,13
add_pf_bench/2048,   51925784 ns,    51914816 ns,13
add_pf_bench/2048,   51820606 ns,    51806041 ns,13
add_pf_bench/2048,   51680017 ns,    51665528 ns,13
add_pf_bench/2048,   52061714 ns,    52041911 ns,13
add_pf_bench/2048,   51839037 ns,    51814059 ns,13
add_pf_bench/2048,   51719684 ns,    51693808 ns,13
add_pf_bench/2048,   51854956 ns,    51844840 ns,13
add_pf_bench/2048,   51738171 ns,    51734180 ns,13
add_pf_bench/2048,   51861420 ns,    51851457 ns,13
add_pf_bench/2048,   51884636 ns,    51879007 ns,13
add_pf_bench/2048,   51775803 ns,    51722421 ns,13
add_pf_bench/2048,   51982832 ns,    51976513 ns,13
add_pf_bench/2048,   51938271 ns,    51924880 ns,13
add_pf_bench/2048,   51939664 ns,    51927831 ns,13
add_pf_bench/2048,   51962591 ns,    51956003 ns,13
add_pf_bench/2048,   52020793 ns,    52008541 ns,13
add_pf_bench/2048,   51842747 ns,    51827727 ns,13
add_pf_bench/2048,   52032613 ns,    52023296 ns,13
add_pf_bench/2048,   51968840 ns,    51931083 ns,13
add_pf_bench/2048,   51898441 ns,    51874674 ns,13
add_pf_bench/2048,   51868219 ns,    51853783 ns,13
add_pf_bench/2048,   52017326 ns,    51980947 ns,13
add_pf_bench/2048,   52013957 ns,    51994676 ns,13
add_pf_bench/2048,   51901587 ns,    51887428 ns,13
add_pf_bench/2048,   51920190 ns,    51916604 ns,13
add_pf_bench/2048_mean,   51889968 ns,    51873153 ns,30
add_pf_bench/2048_median,   51887735 ns,    51874095 ns,30
add_pf_bench/2048_stddev,      95080 ns,       96465 ns,30
add_pf_bench/4096,  206031857 ns,   205957473 ns,3
add_pf_bench/4096,  206521680 ns,   206488014 ns,3
add_pf_bench/4096,  206203205 ns,   206149583 ns,3
add_pf_bench/4096,  205632239 ns,   205594766 ns,3
add_pf_bench/4096,  206280580 ns,   206251374 ns,3
add_pf_bench/4096,  205948690 ns,   205920781 ns,3
add_pf_bench/4096,  206124042 ns,   206038445 ns,3
add_pf_bench/4096,  206545944 ns,   206519814 ns,3
add_pf_bench/4096,  206126690 ns,   206022825 ns,3
add_pf_bench/4096,  206049058 ns,   205980055 ns,3
add_pf_bench/4096,  206043420 ns,   205975673 ns,3
add_pf_bench/4096,  206518365 ns,   206446516 ns,3
add_pf_bench/4096,  206189040 ns,   206145175 ns,3
add_pf_bench/4096,  206263777 ns,   206225866 ns,3
add_pf_bench/4096,  205876222 ns,   205856514 ns,3
add_pf_bench/4096,  205990780 ns,   205950193 ns,3
add_pf_bench/4096,  205963459 ns,   205890591 ns,3
add_pf_bench/4096,  205730455 ns,   205692255 ns,3
add_pf_bench/4096,  205063977 ns,   205031410 ns,3
add_pf_bench/4096,  205495357 ns,   205488026 ns,3
add_pf_bench/4096,  213613090 ns,   213613399 ns,3
add_pf_bench/4096,  209409545 ns,   209379930 ns,3
add_pf_bench/4096,  217298041 ns,   217270236 ns,3
add_pf_bench/4096,  207454915 ns,   207412117 ns,3
add_pf_bench/4096,  205267191 ns,   205236785 ns,3
add_pf_bench/4096,  206071290 ns,   206048393 ns,3
add_pf_bench/4096,  205891793 ns,   205888076 ns,3
add_pf_bench/4096,  204922192 ns,   204761998 ns,3
add_pf_bench/4096,  205500361 ns,   205477576 ns,3
add_pf_bench/4096,  205235865 ns,   205214583 ns,3
add_pf_bench/4096_mean,  206708771 ns,   206664281 ns,30
add_pf_bench/4096_median,  206046239 ns,   205977864 ns,30
add_pf_bench/4096_stddev,    2554807 ns,     2563353 ns,30
add_pf_bench/8192,  820024936 ns,   819807375 ns,1
add_pf_bench/8192,  820121416 ns,   819953420 ns,1
add_pf_bench/8192,  829335464 ns,   829177876 ns,1
add_pf_bench/8192,  820564627 ns,   820369310 ns,1
add_pf_bench/8192,  822961997 ns,   822961320 ns,1
add_pf_bench/8192,  820358949 ns,   820265084 ns,1
add_pf_bench/8192,  818091791 ns,   817955452 ns,1
add_pf_bench/8192,  820058283 ns,   819869051 ns,1
add_pf_bench/8192,  816463623 ns,   816257730 ns,1
add_pf_bench/8192,  816630566 ns,   816474145 ns,1
add_pf_bench/8192,  819226288 ns,   818985885 ns,1
add_pf_bench/8192,  817298449 ns,   817154391 ns,1
add_pf_bench/8192,  824254096 ns,   824136444 ns,1
add_pf_bench/8192,  819670199 ns,   819499879 ns,1
add_pf_bench/8192,  825865610 ns,   825739259 ns,1
add_pf_bench/8192,  818155043 ns,   817922812 ns,1
add_pf_bench/8192,  834950946 ns,   834777958 ns,1
add_pf_bench/8192,  836588779 ns,   836285023 ns,1
add_pf_bench/8192,  825856158 ns,   825749699 ns,1
add_pf_bench/8192,  817328298 ns,   817166735 ns,1
add_pf_bench/8192,  816667156 ns,   816335787 ns,1
add_pf_bench/8192,  848220924 ns,   848145162 ns,1
add_pf_bench/8192,  818666207 ns,   818608948 ns,1
add_pf_bench/8192,  816556877 ns,   816527105 ns,1
add_pf_bench/8192,  830438978 ns,   830171319 ns,1
add_pf_bench/8192,  832500468 ns,   832334846 ns,1
add_pf_bench/8192,  840088112 ns,   840046727 ns,1
